=== RESULTS ===

Algorithm:	Apriori
Count:		25507

Finished in 34.79 seconds['35-50y', '<40h', 0.21531232725262575, 0.6273264137437365]
[('<=50K', 'Never-married', 'United-States'), ('White', 'cg_0'), 0.2281493765739205, 0.8136020151133502]
[('<=50K', 'Never-married', 'White'), ('United-States', 'cg_0'), 0.2281493765739205, 0.8920509125840538]
[('<=50K', 'Never-married', 'cg_0'), ('United-States', 'White'), 0.2281493765739205, 0.7513147249190939]
[('<=50K', 'United-States', 'White'), ('Never-married', 'cg_0'), 0.2281493765739205, 0.39271554686261034]
[('<=50K', 'United-States', 'cg_0'), ('Never-married', 'White'), 0.2281493765739205, 0.35262008733624456]
[('<=50K', 'White', 'cg_0'), ('Never-married', 'United-States'), 0.2281493765739205, 0.37518307156204234]
[('Never-married', 'United-States', 'White'), ('<=50K', 'cg_0'), 0.2281493765739205, 0.9212549603174603]
[('Never-married', 'United-States', 'cg_0'), ('<=50K', 'White'), 0.2281493765739205, 0.8110262008733624]
[('Never-married', 'White', 'cg_0'), ('<=50K', 'United-States'), 0.2281493765739205, 0.8857756051031358]
[('United-States', 'White', 'cg_0'), ('<=50K', 'Never-married'), 0.2281493765739205, 0.31789978176216355]
[('<=50K', 'Never-married'), ('United-States', 'White', 'cg_0'), 0.2281493765739205, 0.7289050235478807]
[('<=50K', 'United-States'), ('Never-married', 'White', 'cg_0'), 0.2281493765739205, 0.3376971680530933]
[('<=50K', 'White'), ('Never-married', 'United-States', 'cg_0'), 0.2281493765739205, 0.3589062273539785]
[('<=50K', 'cg_0'), ('Never-married', 'United-States', 'White'), 0.2281493765739205, 0.3136584336077686]
[('Never-married', 'United-States'), ('<=50K', 'White', 'cg_0'), 0.2281493765739205, 0.7755506837874517]
[('Never-married', 'White'), ('<=50K', 'United-States', 'cg_0'), 0.2281493765739205, 0.8483498915153591]
[('Never-married', 'cg_0'), ('<=50K', 'United-States', 'White'), 0.2281493765739205, 0.7263394603050449]
['<=50K', ('Never-married', 'United-States', 'White', 'cg_0'), 0.2281493765739205, 0.3005258899676375]
['Never-married', ('<=50K', 'United-States', 'White', 'cg_0'), 0.2281493765739205, 0.6954039127585884]
[('<=50K', 'Never-married', 'United-States', 'cg_0'), 'cl_0', 0.2641422517044408, 0.9719742343767658]
[('<=50K', 'Never-married', 'United-States', 'cl_0'), 'cg_0', 0.2641422517044408, 0.9682539682539683]
[('<=50K', 'Never-married', 'cg_0', 'cl_0'), 'United-States', 0.2641422517044408, 0.8943537485702402]
[('<=50K', 'United-States', 'cg_0', 'cl_0'), 'Never-married', 0.2641422517044408, 0.42174168873198]
[('Never-married', 'United-States', 'cg_0', 'cl_0'), '<=50K', 0.2641422517044408, 0.9693452045531388]
[('<=50K', 'Never-married', 'United-States'), ('cg_0', 'cl_0'), 0.2641422517044408, 0.9419559741539809]
[('<=50K', 'Never-married', 'cg_0'), ('United-States', 'cl_0'), 0.2641422517044408, 0.8698422330097088]
[('<=50K', 'Never-married', 'cl_0'), ('United-States', 'cg_0'), 0.2641422517044408, 0.8669488962806169]
[('<=50K', 'United-States', 'cg_0'), ('Never-married', 'cl_0'), 0.2641422517044408, 0.40824947788114674]
[('<=50K', 'United-States', 'cl_0'), ('Never-married', 'cg_0'), 0.2641422517044408, 0.40332942555685813]
[('<=50K', 'cg_0', 'cl_0'), ('Never-married', 'United-States'), 0.2641422517044408, 0.3749509568856533]
[('Never-married', 'United-States', 'cg_0'), ('<=50K', 'cl_0'), 0.2641422517044408, 0.9389737991266376]
[('Never-married', 'United-States', 'cl_0'), ('<=50K', 'cg_0'), 0.2641422517044408, 0.9256349547998278]
[('Never-married', 'cg_0', 'cl_0'), ('<=50K', 'United-States'), 0.2641422517044408, 0.8675610248133953]
[('United-States', 'cg_0', 'cl_0'), ('<=50K', 'Never-married'), 0.2641422517044408, 0.3396919431279621]
[('<=50K', 'Never-married'), ('United-States', 'cg_0', 'cl_0'), 0.2641422517044408, 0.8438971742543171]
[('<=50K', 'United-States'), ('Never-married', 'cg_0', 'cl_0'), 0.2641422517044408, 0.39097231692349654]
[('<=50K', 'cg_0'), ('Never-married', 'United-States', 'cl_0'), 0.2641422517044408, 0.36314122862571246]
[('<=50K', 'cl_0'), ('Never-married', 'United-States', 'cg_0'), 0.2641422517044408, 0.3587636606323517]
[('Never-married', 'United-States'), ('<=50K', 'cg_0', 'cl_0'), 0.2641422517044408, 0.8979016598809897]
[('Never-married', 'cg_0'), ('<=50K', 'United-States', 'cl_0'), 0.2641422517044408, 0.840926867422761]
[('Never-married', 'cl_0'), ('<=50K', 'United-States', 'cg_0'), 0.2641422517044408, 0.8294917542675282]
[('United-States', 'cg_0'), ('<=50K', 'Never-married', 'cl_0'), 0.2641422517044408, 0.3221468968875239]
[('United-States', 'cl_0'), ('<=50K', 'Never-married', 'cg_0'), 0.2641422517044408, 0.30948868338670793]
[('cg_0', 'cl_0'), ('<=50K', 'Never-married', 'United-States'), 0.2641422517044408, 0.3036004235792446]
['<=50K', ('Never-married', 'United-States', 'cg_0', 'cl_0'), 0.2641422517044408, 0.3479368932038835]
['Never-married', ('<=50K', 'United-States', 'cg_0', 'cl_0'), 0.2641422517044408, 0.8051109238977815]
[('<=50K', 'Never-married', 'White', 'cg_0'), 'cl_0', 0.24144708555985506, 0.9726586663367561]
[('<=50K', 'Never-married', 'White', 'cl_0'), 'cg_0', 0.24144708555985506, 0.9697792031577649]
[('<=50K', 'Never-married', 'cg_0', 'cl_0'), 'White', 0.24144708555985506, 0.8175106582094208]
[('<=50K', 'White', 'cg_0', 'cl_0'), 'Never-married', 0.24144708555985506, 0.4103126141641877]
[('Never-married', 'White', 'cg_0', 'cl_0'), '<=50K', 0.24144708555985506, 0.9673926418112465]
[('<=50K', 'Never-married', 'White'), ('cg_0', 'cl_0'), 0.24144708555985506, 0.9440441882804995]
[('<=50K', 'Never-married', 'cg_0'), ('White', 'cl_0'), 0.24144708555985506, 0.7951051779935275]
[('<=50K', 'Never-married', 'cl_0'), ('White', 'cg_0'), 0.24144708555985506, 0.7924604374559017]
[('<=50K', 'White', 'cg_0'), ('Never-married', 'cl_0'), 0.24144708555985506, 0.3970506540073734]
[('<=50K', 'White', 'cl_0'), ('Never-married', 'cg_0'), 0.24144708555985506, 0.3919437658906227]
[('<=50K', 'cg_0', 'cl_0'), ('Never-married', 'White'), 0.24144708555985506, 0.3427350799947687]
[('Never-married', 'White', 'cg_0'), ('<=50K', 'cl_0'), 0.24144708555985506, 0.9374031238821986]
[('Never-married', 'White', 'cl_0'), ('<=50K', 'cg_0'), 0.24144708555985506, 0.9252677415558432]
[('Never-married', 'cg_0', 'cl_0'), ('<=50K', 'White'), 0.24144708555985506, 0.7930199717571111]
[('White', 'cg_0', 'cl_0'), ('<=50K', 'Never-married'), 0.24144708555985506, 0.32675283654045967]
[('<=50K', 'Never-married'), ('White', 'cg_0', 'cl_0'), 0.24144708555985506, 0.7713893249607535]
[('<=50K', 'White'), ('Never-married', 'cg_0', 'cl_0'), 0.24144708555985506, 0.37982511232426686]
[('<=50K', 'cg_0'), ('Never-married', 'White', 'cl_0'), 0.24144708555985506, 0.3319400464428964]
[('<=50K', 'cl_0'), ('Never-married', 'White', 'cg_0'), 0.24144708555985506, 0.3279386001501627]
[('Never-married', 'White'), ('<=50K', 'cg_0', 'cl_0'), 0.24144708555985506, 0.8977960488751856]
[('Never-married', 'cg_0'), ('<=50K', 'White', 'cl_0'), 0.24144708555985506, 0.768674227610481]
[('Never-married', 'cl_0'), ('<=50K', 'White', 'cg_0'), 0.24144708555985506, 0.758221622142926]
[('White', 'cg_0'), ('<=50K', 'Never-married', 'cl_0'), 0.24144708555985506, 0.3094422796867005]
['<=50K', ('Never-married', 'White', 'cg_0', 'cl_0'), 0.24144708555985506, 0.318042071197411]
['Never-married', ('<=50K', 'White', 'cg_0', 'cl_0'), 0.24144708555985506, 0.7359355986146213]
[('Never-married', 'Private', 'United-States', 'White'), 'cg_0', 0.18226767397580002, 0.9581853406522441]
[('Never-married', 'Private', 'United-States', 'cg_0'), 'White', 0.18226767397580002, 0.851628641124982]
[('Never-married', 'Private', 'White', 'cg_0'), 'United-States', 0.18226767397580002, 0.9119545175169023]
[('Never-married', 'United-States', 'White', 'cg_0'), 'Private', 0.18226767397580002, 0.7693803474202748]
[('Private', 'United-States', 'White', 'cg_0'), 'Never-married', 0.18226767397580002, 0.36428922170390377]
[('Never-married', 'Private', 'United-States'), ('White', 'cg_0'), 0.18226767397580002, 0.8163686382393398]
[('Never-married', 'Private', 'White'), ('United-States', 'cg_0'), 0.18226767397580002, 0.8747236551215918]
[('Never-married', 'Private', 'cg_0'), ('United-States', 'White'), 0.18226767397580002, 0.7551851380582771]
[('Never-married', 'United-States', 'White'), ('Private', 'cg_0'), 0.18226767397580002, 0.7359871031746031]
[('Never-married', 'United-States', 'cg_0'), ('Private', 'White'), 0.18226767397580002, 0.6479257641921398]
[('Never-married', 'White', 'cg_0'), ('Private', 'United-States'), 0.18226767397580002, 0.7076427804936211]
[('Private', 'United-States', 'White'), ('Never-married', 'cg_0'), 0.18226767397580002, 0.3347811371841155]
[('Private', 'United-States', 'cg_0'), ('Never-married', 'White'), 0.18226767397580002, 0.3198081689837267]
[('Private', 'White', 'cg_0'), ('Never-married', 'United-States'), 0.18226767397580002, 0.33223242274966414]
[('Never-married', 'Private'), ('United-States', 'White', 'cg_0'), 0.18226767397580002, 0.7250183239677498]
[('Never-married', 'United-States'), ('Private', 'White', 'cg_0'), 0.18226767397580002, 0.6195845077774298]
[('Never-married', 'White'), ('Private', 'United-States', 'cg_0'), 0.18226767397580002, 0.6777435194701382]
[('Never-married', 'cg_0'), ('Private', 'United-States', 'White'), 0.18226767397580002, 0.5802698474775128]
[('Private', 'White'), ('Never-married', 'United-States', 'cg_0'), 0.18226767397580002, 0.3058647701504844]
['Never-married', ('Private', 'United-States', 'White', 'cg_0'), 0.18226767397580002, 0.5555555555555556]
[('Never-married', 'Private', 'United-States', 'cg_0'), 'cl_0', 0.2077267981082243, 0.9705840149232314]
[('Never-married', 'Private', 'United-States', 'cl_0'), 'cg_0', 0.2077267981082243, 0.9573956121726822]
[('Never-married', 'Private', 'cg_0', 'cl_0'), 'United-States', 0.2077267981082243, 0.8860361540476814]
[('Never-married', 'United-States', 'cg_0', 'cl_0'), 'Private', 0.2077267981082243, 0.7623126338329764]
[('Private', 'United-States', 'cg_0', 'cl_0'), 'Never-married', 0.2077267981082243, 0.3830124575311438]
[('Never-married', 'Private', 'United-States'), ('cg_0', 'cl_0'), 0.2077267981082243, 0.9303988995873452]
[('Never-married', 'Private', 'cg_0'), ('United-States', 'cl_0'), 0.2077267981082243, 0.8606692963481359]
[('Never-married', 'Private', 'cl_0'), ('United-States', 'cg_0'), 0.2077267981082243, 0.8496420047732697]
[('Never-married', 'United-States', 'cg_0'), ('Private', 'cl_0'), 0.2077267981082243, 0.7384279475982533]
[('Never-married', 'United-States', 'cl_0'), ('Private', 'cg_0'), 0.2077267981082243, 0.7279380111924236]
[('Never-married', 'cg_0', 'cl_0'), ('Private', 'United-States'), 0.2077267981082243, 0.6822675005043373]
[('Private', 'United-States', 'cg_0'), ('Never-married', 'cl_0'), 0.2077267981082243, 0.3644789309192801]
[('Private', 'United-States', 'cl_0'), ('Never-married', 'cg_0'), 0.2077267981082243, 0.35161407703903935]
[('Private', 'cg_0', 'cl_0'), ('Never-married', 'United-States'), 0.2077267981082243, 0.3385046541887699]
[('Never-married', 'Private'), ('United-States', 'cg_0', 'cl_0'), 0.2077267981082243, 0.8262887857317371]
[('Never-married', 'United-States'), ('Private', 'cg_0', 'cl_0'), 0.2077267981082243, 0.7061279883077566]
[('Never-married', 'cg_0'), ('Private', 'United-States', 'cl_0'), 0.2077267981082243, 0.6613218615565115]
[('Never-married', 'cl_0'), ('Private', 'United-States', 'cg_0'), 0.2077267981082243, 0.6523290577683479]
[('Private', 'United-States'), ('Never-married', 'cg_0', 'cl_0'), 0.2077267981082243, 0.33593245592252297]
[('Private', 'cg_0'), ('Never-married', 'United-States', 'cl_0'), 0.2077267981082243, 0.3226483495516123]
[('Private', 'cl_0'), ('Never-married', 'United-States', 'cg_0'), 0.2077267981082243, 0.3115040987381413]
['Never-married', ('Private', 'United-States', 'cg_0', 'cl_0'), 0.2077267981082243, 0.6331554806702238]
[('Never-married', 'Private', 'White', 'cg_0'), 'cl_0', 0.19399914010195934, 0.9706515058389674]
[('Never-married', 'Private', 'White', 'cl_0'), 'cg_0', 0.19399914010195934, 0.9579921140430695]
[('Never-married', 'Private', 'cg_0', 'cl_0'), 'White', 0.19399914010195934, 0.8274823159549385]
[('Never-married', 'White', 'cg_0', 'cl_0'), 'Private', 0.19399914010195934, 0.7772855912390796]
[('Private', 'White', 'cg_0', 'cl_0'), 'Never-married', 0.19399914010195934, 0.37185071815399107]
[('Never-married', 'Private', 'White'), ('cg_0', 'cl_0'), 0.19399914010195934, 0.9310243183492999]
[('Never-married', 'Private', 'cg_0'), ('White', 'cl_0'), 0.19399914010195934, 0.8037918310217584]
[('Never-married', 'Private', 'cl_0'), ('White', 'cg_0'), 0.19399914010195934, 0.7934932797387263]
[('Never-married', 'White', 'cg_0'), ('Private', 'cl_0'), 0.19399914010195934, 0.7531894598783833]
[('Never-married', 'White', 'cl_0'), ('Private', 'cg_0'), 0.19399914010195934, 0.7434388607743909]
[('Never-married', 'cg_0', 'cl_0'), ('Private', 'White'), 0.19399914010195934, 0.6371797458140004]
[('Private', 'White', 'cg_0'), ('Never-married', 'cl_0'), 0.19399914010195934, 0.35361621137483207]
[('Private', 'White', 'cl_0'), ('Never-married', 'cg_0'), 0.19399914010195934, 0.34094343696027635]
[('Private', 'cg_0', 'cl_0'), ('Never-married', 'White'), 0.19399914010195934, 0.31613452106896206]
[('Never-married', 'Private'), ('White', 'cg_0', 'cl_0'), 0.19399914010195934, 0.7716833618372831]
[('Never-married', 'White'), ('Private', 'cg_0', 'cl_0'), 0.19399914010195934, 0.7213657645312321]
[('Never-married', 'cg_0'), ('Private', 'White', 'cl_0'), 0.19399914010195934, 0.6176183026984747]
[('Never-married', 'cl_0'), ('Private', 'White', 'cg_0'), 0.19399914010195934, 0.6092197897579323]
[('Private', 'White'), ('Never-married', 'cg_0', 'cl_0'), 0.19399914010195934, 0.3255514326942898]
[('Private', 'cg_0'), ('Never-married', 'White', 'cl_0'), 0.19399914010195934, 0.30132608280862433]
['Never-married', ('Private', 'White', 'cg_0', 'cl_0'), 0.19399914010195934, 0.5913133015070673]
[('Never-married', 'United-States', 'White', 'cg_0'), 'cl_0', 0.22928567041336528, 0.9678506611355976]
[('Never-married', 'United-States', 'White', 'cl_0'), 'cg_0', 0.22928567041336528, 0.9552200614124872]
[('Never-married', 'United-States', 'cg_0', 'cl_0'), 'White', 0.22928567041336528, 0.8414290544348022]
[('Never-married', 'White', 'cg_0', 'cl_0'), 'United-States', 0.22928567041336528, 0.918666174480128]
[('United-States', 'White', 'cg_0', 'cl_0'), 'Never-married', 0.22928567041336528, 0.3378739195365887]
[('Never-married', 'United-States', 'White'), ('cg_0', 'cl_0'), 0.22928567041336528, 0.925843253968254]
[('Never-married', 'United-States', 'cg_0'), ('White', 'cl_0'), 0.22928567041336528, 0.8150655021834061]
[('Never-married', 'United-States', 'cl_0'), ('White', 'cg_0'), 0.22928567041336528, 0.8034868704261731]
[('Never-married', 'White', 'cg_0'), ('United-States', 'cl_0'), 0.22928567041336528, 0.8901871944676285]
[('Never-married', 'White', 'cl_0'), ('United-States', 'cg_0'), 0.22928567041336528, 0.8786630575497234]
[('Never-married', 'cg_0', 'cl_0'), ('United-States', 'White'), 0.22928567041336528, 0.7530764575347992]
[('United-States', 'White', 'cg_0'), ('Never-married', 'cl_0'), 0.22928567041336528, 0.31948307586974195]
[('United-States', 'White', 'cl_0'), ('Never-married', 'cg_0'), 0.22928567041336528, 0.3066245020329377]
[('White', 'cg_0', 'cl_0'), ('Never-married', 'United-States'), 0.22928567041336528, 0.31029466771954617]
[('Never-married', 'United-States'), ('White', 'cg_0', 'cl_0'), 0.22928567041336528, 0.7794132999269234]
[('Never-married', 'White'), ('United-States', 'cg_0', 'cl_0'), 0.22928567041336528, 0.8525750827909101]
[('Never-married', 'cg_0'), ('United-States', 'White', 'cl_0'), 0.22928567041336528, 0.7299569808369183]
[('Never-married', 'cl_0'), ('United-States', 'White', 'cg_0'), 0.22928567041336528, 0.7200308612209471]
['Never-married', ('United-States', 'White', 'cg_0', 'cl_0'), 0.22928567041336528, 0.6988673593559861]
[('25-35y', '<=50K', 'United-States', 'cg_0'), 'cl_0', 0.1726552423069836, 0.966311447232726]
[('25-35y', '<=50K', 'United-States', 'cl_0'), 'cg_0', 0.1726552423069836, 0.9597132127005804]
[('25-35y', '<=50K', 'cg_0', 'cl_0'), 'United-States', 0.1726552423069836, 0.8740671641791045]
[('25-35y', 'United-States', 'cg_0', 'cl_0'), '<=50K', 0.1726552423069836, 0.8430049482681061]
[('25-35y', '<=50K', 'United-States'), ('cg_0', 'cl_0'), 0.1726552423069836, 0.9286422200198216]
[('25-35y', '<=50K', 'cg_0'), ('United-States', 'cl_0'), 0.1726552423069836, 0.8449053201082056]
[('25-35y', '<=50K', 'cl_0'), ('United-States', 'cg_0'), 0.1726552423069836, 0.8389792568273392]
[('25-35y', 'United-States', 'cg_0'), ('<=50K', 'cl_0'), 0.1726552423069836, 0.8038318558764656]
[('25-35y', 'United-States', 'cl_0'), ('<=50K', 'cg_0'), 0.1726552423069836, 0.7844286312264546]
[('25-35y', 'cg_0', 'cl_0'), ('<=50K', 'United-States'), 0.1726552423069836, 0.7404188067957329]
[('25-35y', '<=50K'), ('United-States', 'cg_0', 'cl_0'), 0.1726552423069836, 0.8120756897298859]
[('25-35y', 'United-States'), ('<=50K', 'cg_0', 'cl_0'), 0.1726552423069836, 0.7504004271222637]
[('25-35y', 'cg_0'), ('<=50K', 'United-States', 'cl_0'), 0.1726552423069836, 0.7064589092736868]
[('25-35y', 'cl_0'), ('<=50K', 'United-States', 'cg_0'), 0.1726552423069836, 0.6899006013007731]
['25-35y', ('<=50K', 'United-States', 'cg_0', 'cl_0'), 0.1726552423069836, 0.6603241719520789]
[('25-35y', 'Private', 'United-States', 'cg_0'), 'cl_0', 0.15465880474172347, 0.9530658591975776]
[('25-35y', 'Private', 'United-States', 'cl_0'), 'cg_0', 0.15465880474172347, 0.9294942783314877]
[('25-35y', 'Private', 'cg_0', 'cl_0'), 'United-States', 0.15465880474172347, 0.870376771517456]
[('25-35y', 'United-States', 'cg_0', 'cl_0'), 'Private', 0.15465880474172347, 0.7551357025041235]
[('25-35y', 'Private', 'United-States'), ('cg_0', 'cl_0'), 0.15465880474172347, 0.8888104482880339]
[('25-35y', 'Private', 'cg_0'), ('United-States', 'cl_0'), 0.15465880474172347, 0.8303380049464139]
[('25-35y', 'Private', 'cl_0'), ('United-States', 'cg_0'), 0.15465880474172347, 0.811080689321952]
[('25-35y', 'United-States', 'cg_0'), ('Private', 'cl_0'), 0.15465880474172347, 0.7200457535030026]
[('25-35y', 'United-States', 'cl_0'), ('Private', 'cg_0'), 0.15465880474172347, 0.7026649923259384]
[('25-35y', 'cg_0', 'cl_0'), ('Private', 'United-States'), 0.15465880474172347, 0.6632424601606743]
[('25-35y', 'Private'), ('United-States', 'cg_0', 'cl_0'), 0.15465880474172347, 0.7762022194821209]
[('25-35y', 'United-States'), ('Private', 'cg_0', 'cl_0'), 0.15465880474172347, 0.6721836625734117]
[('25-35y', 'cg_0'), ('Private', 'United-States', 'cl_0'), 0.15465880474172347, 0.6328223171651168]
[('25-35y', 'cl_0'), ('Private', 'United-States', 'cg_0'), 0.15465880474172347, 0.6179899374156338]
['25-35y', ('Private', 'United-States', 'cg_0', 'cl_0'), 0.15465880474172347, 0.5914963589382194]
